,index,date,rank,song_name,song_id,album_name,artist,release_date
711,11,2021-12-01 16:00:05.79,12,Pepas,2B4GHvToeLTOBB4QLzW3Ni,La 167,Farruko,2021-10-01
712,12,2021-12-01 16:00:05.79,13,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,=,Ed Sheeran,2021-10-29
713,13,2021-12-01 16:00:05.79,14,Do It To It,20on25jryn53hWghthWWW3,Do It To It,ACRAZE,2021-08-20
714,14,2021-12-01 16:00:05.79,15,My Universe,46HNZY1i7O6jwTA7Slo2PI,Music Of The Spheres,Coldplay,2021-10-15
715,15,2021-12-01 16:00:05.79,16,Woman,6Uj1ctrBOjOas8xZXGqKk4,Planet Her,Doja Cat,2021-06-25
716,16,2021-12-01 16:00:05.79,17,Smokin Out The Window,7sMBvZCSUl99bJLXZaLa0b,An Evening With Silk Sonic,Bruno Mars,2021-11-11
717,17,2021-12-01 16:00:05.79,18,Last Christmas,2FRnf9qhLbvw8fu4IBXx78,LAST CHRISTMAS,Wham!,1984-11-29
718,18,2021-12-01 16:00:05.79,19,MONEY,7hU3IHwjX150XLoTVmjD0q,LALISA,LISA,2021-09-10
719,19,2021-12-01 16:00:05.79,20,One Right Now (with The Weeknd),00Blm7zeNqgYLPtW6zg8cj,One Right Now,Post Malone,2021-11-05
720,20,2021-12-01 16:00:05.79,21,love nwantiti (ah ah ah),2Xr1dTzJee307rmrkt8c0g,CKay The First,CKay,2019-08-30
721,21,2021-12-01 16:00:05.79,22,good 4 u,4ZtFanR9U6ndgddUvNcjcG,SOUR,Olivia Rodrigo,2021-05-21
722,22,2021-12-01 16:00:05.79,23,Toxic,2gQPv5jvVPqU2a9HhMNO1v,Toxic,BoyWithUke,2021-10-29
723,23,2021-12-01 16:00:05.79,24,Need to Know,3Vi5XqYrmQgOYBajMWSvCi,Planet Her,Doja Cat,2021-06-25
724,24,2021-12-01 16:00:05.79,25,THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO,MONTERO,Lil Nas X,2021-09-17
725,25,2021-12-01 16:00:05.79,26,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,4gvrJnKCKIPiacNsWVQwEU,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],CKay,2021-09-09
726,26,2021-12-01 16:00:05.79,27,It's Beginning to Look a Lot like Christmas,0lLdorYw7lVrJydTINhWdI,Christmas,Michael Bublé,2011-10-14
727,27,2021-12-01 16:00:05.79,28,Beggin',3Wrjm47oTz2sjIgck11l5e,Chosen,Måneskin,2017-12-08
728,28,2021-12-01 16:00:05.79,29,Kiss Me More (feat. SZA),3DarAbFujv6eYNliUTyqtz,Planet Her,Doja Cat,2021-06-25
729,29,2021-12-01 16:00:05.79,30,Ghost,6I3mqTwhRpn34SLVafSH7G,Justice,Justin Bieber,2021-03-19
730,30,2021-12-01 16:00:05.79,31,Jingle Bell Rock,7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),Bobby Helms,1957-12-02
731,31,2021-12-01 16:00:05.79,32,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,Billie Eilish,2021-07-30
732,32,2021-12-01 16:00:05.79,33,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,2021-09-16
733,33,2021-12-01 16:00:05.79,34,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,MONTERO,Lil Nas X,2021-09-17
734,34,2021-12-01 16:00:05.79,35,Rockin' Around The Christmas Tree,2EjXfH91m7f8HiJN1yQg97,Merry Christmas From Brenda Lee,Brenda Lee,1964-10-19
735,35,2021-12-01 16:00:05.79,36,Moth To A Flame (with The Weeknd),2gpWyfu7eZ01zzncHpxOtA,Moth To A Flame,Swedish House Mafia,2021-10-22
736,36,2021-12-01 16:00:05.79,37,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,Lost Frequencies,2021-07-30
737,37,2021-12-01 16:00:05.79,38,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,2021-10-05
738,38,2021-12-01 16:00:05.79,39,Santa Tell Me,0lizgQ7Qw35od7CYaoMBZb,Santa Tell Me,Ariana Grande,2014-11-24
739,39,2021-12-01 16:00:05.79,40,Can I Get It,6w8ZPYdnGajyfPddTWdthN,30,Adele,2021-11-19
740,40,2021-12-01 16:00:05.79,41,Yonaguni,2JPLbjOn0wPCngEot2STUS,Yonaguni,Bad Bunny,2021-06-04
741,41,2021-12-01 16:00:05.79,42,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,After Hours,The Weeknd,2020-03-20
742,42,2021-12-01 16:00:05.79,43,Meet Me At Our Spot,07MDkzWARZaLEdKxo6yArG,THE ANXIETY,THE ANXIETY,2020-03-13
743,43,2021-12-01 16:00:05.79,44,I Love You So,4SqWKzw0CbA05TGszDgMlc,I Love You So,The Walters,2014-11-28
744,44,2021-12-01 16:00:05.79,45,White Christmas,4so0Wek9Ig1p6CRCHuINwW,Holiday Inn (Original Motion Picture Soundtrack),Bing Crosby,1942-01-01
745,45,2021-12-01 16:00:05.79,46,traitor,5CZ40GBx1sQ9agT82CLQCT,SOUR,Olivia Rodrigo,2021-05-21
746,46,2021-12-01 16:00:05.79,47,It's the Most Wonderful Time of the Year,1IcR6RlgvDczfvoWJSSY2A,The Andy Williams Christmas Album,Andy Williams,1963
747,47,2021-12-01 16:00:05.79,48,Life Goes On,0eu4C55hL6x29mmeAjytzC,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,2021-05-28
748,48,2021-12-01 16:00:05.79,49,Mon Amour - Remix,5TMLavqGRKNxgzMBrVpC9R,Mon Amour (Remix),zzoilo,2021-08-18
749,49,2021-12-01 16:00:05.79,50,I Drink Wine,6v0UJD4a2FtleHeSYVX02A,30,Adele,2021-11-19
